Gmt time,Open,High,Low,Close,Volume
26.04.2019 00:32:00.000,1.11338,1.11339,1.11336,1.11339,141.21
26.04.2019 00:33:00.000,1.11338,1.11339,1.11338,1.11339,28.86
26.04.2019 00:34:00.000,1.11338,1.11339,1.11336,1.11338,106.26
26.04.2019 00:35:00.000,1.11338,1.11339,1.11337,1.11338,54.24
26.04.2019 00:36:00.000,1.11339,1.11340,1.11338,1.11339,25.56
26.04.2019 00:37:00.000,1.11338,1.11344,1.11338,1.11339,167.84
26.04.2019 00:38:00.000,1.11340,1.11344,1.11339,1.11344,152.72
26.04.2019 00:39:00.000,1.11343,1.11344,1.11340,1.11341,139.16
26.04.2019 00:40:00.000,1.11340,1.11349,1.11336,1.11349,215.45
26.04.2019 00:41:00.000,1.11349,1.11349,1.11348,1.11348,90.47
26.04.2019 00:42:00.000,1.11349,1.11349,1.11348,1.11348,133.56
26.04.2019 00:43:00.000,1.11349,1.11349,1.11348,1.11348,47.1
26.04.2019 00:44:00.000,1.11349,1.11349,1.11348,1.11349,101.17
26.04.2019 00:45:00.000,1.11349,1.11354,1.11319,1.11323,231.05
26.04.2019 00:46:00.000,1.11323,1.11323,1.11263,1.11265,748.64
26.04.2019 00:47:00.000,1.11265,1.11276,1.11254,1.11274,410.31
26.04.2019 00:48:00.000,1.11274,1.11296,1.11269,1.11295,179.77
26.04.2019 00:49:00.000,1.11296,1.11300,1.11285,1.11285,262.44
26.04.2019 00:50:00.000,1.11285,1.11299,1.11285,1.11291,380.02
26.04.2019 00:51:00.000,1.11290,1.11295,1.11271,1.11274,351.84
26.04.2019 00:52:00.000,1.11274,1.11285,1.11268,1.11268,408.11
26.04.2019 00:53:00.000,1.11271,1.11272,1.11255,1.11263,549.82
26.04.2019 00:54:00.000,1.11263,1.11267,1.11241,1.11246,827.06
26.04.2019 00:55:00.000,1.11245,1.11300,1.11245,1.11295,429.07
26.04.2019 00:56:00.000,1.11293,1.11300,1.11291,1.11295,331.89
26.04.2019 00:57:00.000,1.11295,1.11304,1.11292,1.11293,302.13
26.04.2019 00:58:00.000,1.11293,1.11295,1.11290,1.11294,198.47
26.04.2019 00:59:00.000,1.11295,1.11295,1.11291,1.11293,75.91
26.04.2019 01:00:00.000,1.11294,1.11294,1.11283,1.11287,371.86
26.04.2019 01:01:00.000,1.11286,1.11288,1.11279,1.11279,355.83
26.04.2019 01:02:00.000,1.11281,1.11283,1.11278,1.11279,163.92
26.04.2019 01:03:00.000,1.11278,1.11280,1.11275,1.11278,212.51
26.04.2019 01:04:00.000,1.11278,1.11284,1.11278,1.11283,60.23
26.04.2019 01:05:00.000,1.11286,1.11291,1.11284,1.11291,213.3
26.04.2019 01:06:00.000,1.11291,1.11293,1.11280,1.11280,337.9
26.04.2019 01:07:00.000,1.11280,1.11293,1.11280,1.11293,164.97
26.04.2019 01:08:00.000,1.11292,1.11293,1.11283,1.11283,163.98
26.04.2019 01:09:00.000,1.11283,1.11284,1.11269,1.11274,178.96
26.04.2019 01:10:00.000,1.11275,1.11285,1.11274,1.11285,230.85
26.04.2019 01:11:00.000,1.11286,1.11286,1.11281,1.11285,223.72
26.04.2019 01:12:00.000,1.11285,1.11287,1.11281,1.11284,172.17
26.04.2019 01:13:00.000,1.11285,1.11292,1.11279,1.11290,280.85
26.04.2019 01:14:00.000,1.11290,1.11294,1.11289,1.11291,181.64
26.04.2019 01:15:00.000,1.11291,1.11310,1.11289,1.11309,343.72
26.04.2019 01:16:00.000,1.11310,1.11319,1.11308,1.11318,301.5
26.04.2019 01:17:00.000,1.11317,1.11338,1.11316,1.11331,402.45
26.04.2019 01:18:00.000,1.11330,1.11340,1.11330,1.11334,315.92
26.04.2019 01:19:00.000,1.11335,1.11342,1.11335,1.11338,227.88
26.04.2019 01:20:00.000,1.11338,1.11339,1.11333,1.11334,298.25
26.04.2019 01:21:00.000,1.11334,1.11339,1.11331,1.11331,355.83
26.04.2019 01:22:00.000,1.11330,1.11346,1.11330,1.11345,243.92
26.04.2019 01:23:00.000,1.11345,1.11356,1.11344,1.11354,243.4
26.04.2019 01:24:00.000,1.11354,1.11354,1.11324,1.11333,272.68
26.04.2019 01:25:00.000,1.11334,1.11343,1.11332,1.11339,391.52
26.04.2019 01:26:00.000,1.11339,1.11339,1.11333,1.11334,105.7
26.04.2019 01:27:00.000,1.11334,1.11338,1.11333,1.11337,119.47
26.04.2019 01:28:00.000,1.11336,1.11337,1.11334,1.11335,187.14
26.04.2019 01:29:00.000,1.11334,1.11356,1.11332,1.11354,257.71
26.04.2019 01:30:00.000,1.11354,1.11363,1.11354,1.11363,203.04
26.04.2019 01:31:00.000,1.11363,1.11364,1.11360,1.11363,146.37
26.04.2019 01:32:00.000,1.11364,1.11384,1.11363,1.11381,524.62
26.04.2019 01:33:00.000,1.11380,1.11381,1.11364,1.11364,201.86
26.04.2019 01:34:00.000,1.11364,1.11367,1.11351,1.11362,234.75
26.04.2019 01:35:00.000,1.11362,1.11362,1.11338,1.11339,181.78
26.04.2019 01:36:00.000,1.11339,1.11343,1.11338,1.11339,134.67
26.04.2019 01:37:00.000,1.11340,1.11343,1.11338,1.11339,170.88
26.04.2019 01:38:00.000,1.11339,1.11342,1.11337,1.11338,138.73
26.04.2019 01:39:00.000,1.11338,1.11339,1.11328,1.11328,175.6
26.04.2019 01:40:00.000,1.11328,1.11333,1.11326,1.11332,321.35
26.04.2019 01:41:00.000,1.11332,1.11342,1.11332,1.11333,191.79
26.04.2019 01:42:00.000,1.11333,1.11333,1.11323,1.11329,163.03
26.04.2019 01:43:00.000,1.11328,1.11332,1.11327,1.11329,105.13
26.04.2019 01:44:00.000,1.11327,1.11328,1.11324,1.11324,118.6
26.04.2019 01:45:00.000,1.11324,1.11327,1.11323,1.11324,188.63
26.04.2019 01:46:00.000,1.11323,1.11327,1.11321,1.11326,258.23
26.04.2019 01:47:00.000,1.11327,1.11329,1.11324,1.11327,251.56
26.04.2019 01:48:00.000,1.11326,1.11346,1.11324,1.11341,280.98
26.04.2019 01:49:00.000,1.11340,1.11340,1.11333,1.11334,233.33
26.04.2019 01:50:00.000,1.11334,1.11345,1.11333,1.11344,248.77
26.04.2019 01:51:00.000,1.11344,1.11346,1.11338,1.11338,140.43
26.04.2019 01:52:00.000,1.11339,1.11339,1.11333,1.11334,256.33
26.04.2019 01:53:00.000,1.11333,1.11339,1.11333,1.11338,156.07
26.04.2019 01:54:00.000,1.11337,1.11337,1.11335,1.11336,99.67
26.04.2019 01:55:00.000,1.11336,1.11337,1.11334,1.11335,116.5
26.04.2019 01:56:00.000,1.11334,1.11338,1.11334,1.11336,124.45
26.04.2019 01:57:00.000,1.11336,1.11336,1.11333,1.11335,47.31
26.04.2019 01:58:00.000,1.11335,1.11338,1.11334,1.11334,137.71
26.04.2019 01:59:00.000,1.11334,1.11345,1.11334,1.11339,181.19
26.04.2019 02:00:00.000,1.11339,1.11339,1.11328,1.11329,194.02
26.04.2019 02:01:00.000,1.11329,1.11329,1.11319,1.11319,105.67
26.04.2019 02:02:00.000,1.11319,1.11322,1.11300,1.11304,397.51
26.04.2019 02:03:00.000,1.11303,1.11304,1.11298,1.11302,311.52
26.04.2019 02:04:00.000,1.11302,1.11311,1.11302,1.11305,184.66
26.04.2019 02:05:00.000,1.11304,1.11304,1.11295,1.11299,306.69
26.04.2019 02:06:00.000,1.11298,1.11302,1.11296,1.11298,281.37
26.04.2019 02:07:00.000,1.11298,1.11300,1.11294,1.11297,137.73
26.04.2019 02:08:00.000,1.11297,1.11299,1.11293,1.11296,243.72
26.04.2019 02:09:00.000,1.11297,1.11298,1.11294,1.11297,221.43
26.04.2019 02:10:00.000,1.11297,1.11303,1.11295,1.11296,119.21
26.04.2019 02:11:00.000,1.11296,1.11308,1.11294,1.11308,206.02
26.04.2019 02:12:00.000,1.11309,1.11314,1.11307,1.11314,125.47
26.04.2019 02:13:00.000,1.11316,1.11339,1.11316,1.11339,373.26
26.04.2019 02:14:00.000,1.11340,1.11365,1.11337,1.11353,443.33
26.04.2019 02:15:00.000,1.11355,1.11384,1.11350,1.11382,664.24
26.04.2019 02:16:00.000,1.11382,1.11396,1.11375,1.11395,444.68
26.04.2019 02:17:00.000,1.11394,1.11398,1.11373,1.11376,293.31
26.04.2019 02:18:00.000,1.11375,1.11375,1.11370,1.11375,276.12
26.04.2019 02:19:00.000,1.11374,1.11374,1.11370,1.11370,124.18
26.04.2019 02:20:00.000,1.11370,1.11375,1.11369,1.11373,130.43
26.04.2019 02:21:00.000,1.11373,1.11374,1.11364,1.11364,302.73
26.04.2019 02:22:00.000,1.11365,1.11366,1.11360,1.11360,369.76
26.04.2019 02:23:00.000,1.11360,1.11366,1.11359,1.11365,259.74
26.04.2019 02:24:00.000,1.11366,1.11366,1.11360,1.11365,331.5
26.04.2019 02:25:00.000,1.11365,1.11369,1.11363,1.11367,233.56
26.04.2019 02:26:00.000,1.11367,1.11368,1.11365,1.11366,158.83
26.04.2019 02:27:00.000,1.11365,1.11369,1.11365,1.11366,239.11
26.04.2019 02:28:00.000,1.11365,1.11369,1.11361,1.11366,205.21
26.04.2019 02:29:00.000,1.11366,1.11369,1.11366,1.11367,188.99
26.04.2019 02:30:00.000,1.11368,1.11383,1.11368,1.11380,162.57
26.04.2019 02:31:00.000,1.11380,1.11386,1.11377,1.11385,208.86
26.04.2019 02:32:00.000,1.11385,1.11389,1.11383,1.11385,248.27
26.04.2019 02:33:00.000,1.11384,1.11388,1.11383,1.11387,257.39
26.04.2019 02:34:00.000,1.11388,1.11393,1.11388,1.11393,191.08
26.04.2019 02:35:00.000,1.11392,1.11402,1.11390,1.11399,181.34
26.04.2019 02:36:00.000,1.11399,1.11412,1.11399,1.11404,360.73
26.04.2019 02:37:00.000,1.11404,1.11407,1.11397,1.11398,264
26.04.2019 02:38:00.000,1.11398,1.11411,1.11398,1.11411,299.66
26.04.2019 02:39:00.000,1.11411,1.11411,1.11396,1.11400,280.52
26.04.2019 02:40:00.000,1.11401,1.11407,1.11399,1.11406,129.84
26.04.2019 02:41:00.000,1.11406,1.11407,1.11402,1.11405,204.96
26.04.2019 02:42:00.000,1.11405,1.11406,1.11401,1.11401,99.95
26.04.2019 02:43:00.000,1.11401,1.11402,1.11388,1.11388,113.98
26.04.2019 02:44:00.000,1.11388,1.11391,1.11386,1.11389,58.16
26.04.2019 02:45:00.000,1.11389,1.11390,1.11385,1.11389,152.91
26.04.2019 02:46:00.000,1.11389,1.11392,1.11387,1.11389,148.15
26.04.2019 02:47:00.000,1.11389,1.11394,1.11386,1.11386,240.36
26.04.2019 02:48:00.000,1.11386,1.11390,1.11381,1.11387,319.59
26.04.2019 02:49:00.000,1.11387,1.11395,1.11386,1.11387,240.13
26.04.2019 02:50:00.000,1.11387,1.11389,1.11381,1.11385,230.44
26.04.2019 02:51:00.000,1.11385,1.11388,1.11382,1.11383,134.54
26.04.2019 02:52:00.000,1.11383,1.11386,1.11381,1.11382,107.17
26.04.2019 02:53:00.000,1.11382,1.11384,1.11379,1.11380,157.3
26.04.2019 02:54:00.000,1.11380,1.11382,1.11379,1.11382,131.33
26.04.2019 02:55:00.000,1.11381,1.11385,1.11378,1.11383,140.54
26.04.2019 02:56:00.000,1.11383,1.11389,1.11382,1.11389,95.36
26.04.2019 02:57:00.000,1.11386,1.11386,1.11383,1.11384,104.8
26.04.2019 02:58:00.000,1.11385,1.11391,1.11385,1.11387,201.25
26.04.2019 02:59:00.000,1.11388,1.11393,1.11384,1.11388,189.13
26.04.2019 03:00:00.000,1.11386,1.11388,1.11376,1.11379,156.5
26.04.2019 03:01:00.000,1.11377,1.11384,1.11377,1.11383,104.02
26.04.2019 03:02:00.000,1.11383,1.11383,1.11381,1.11383,100.92
26.04.2019 03:03:00.000,1.11382,1.11384,1.11378,1.11384,216.41
26.04.2019 03:04:00.000,1.11383,1.11383,1.11375,1.11375,123.15
26.04.2019 03:05:00.000,1.11374,1.11375,1.11368,1.11368,281.65
26.04.2019 03:06:00.000,1.11368,1.11369,1.11362,1.11362,230.83
26.04.2019 03:07:00.000,1.11362,1.11367,1.11362,1.11363,85.19
26.04.2019 03:08:00.000,1.11362,1.11368,1.11360,1.11366,224.31
26.04.2019 03:09:00.000,1.11366,1.11366,1.11358,1.11358,171.78
26.04.2019 03:10:00.000,1.11359,1.11362,1.11359,1.11360,137.59
26.04.2019 03:11:00.000,1.11360,1.11360,1.11353,1.11353,200.31
26.04.2019 03:12:00.000,1.11354,1.11358,1.11353,1.11357,43.91
26.04.2019 03:13:00.000,1.11357,1.11359,1.11355,1.11358,111.71
26.04.2019 03:14:00.000,1.11358,1.11358,1.11358,1.11358,8.61
26.04.2019 03:15:00.000,1.11358,1.11359,1.11353,1.11354,168.57
26.04.2019 03:16:00.000,1.11353,1.11359,1.11353,1.11359,25.95
26.04.2019 03:17:00.000,1.11359,1.11361,1.11356,1.11360,120.39
26.04.2019 03:18:00.000,1.11360,1.11363,1.11359,1.11362,111.48
26.04.2019 03:19:00.000,1.11361,1.11368,1.11361,1.11364,125.31
26.04.2019 03:20:00.000,1.11365,1.11365,1.11364,1.11364,160.16
26.04.2019 03:21:00.000,1.11364,1.11367,1.11364,1.11365,40.62
26.04.2019 03:22:00.000,1.11365,1.11366,1.11364,1.11364,94.11
26.04.2019 03:23:00.000,1.11363,1.11363,1.11360,1.11361,113.88
26.04.2019 03:24:00.000,1.11361,1.11364,1.11360,1.11361,110
26.04.2019 03:25:00.000,1.11361,1.11364,1.11361,1.11362,141.3
26.04.2019 03:26:00.000,1.11361,1.11364,1.11361,1.11362,179.6
26.04.2019 03:27:00.000,1.11361,1.11365,1.11361,1.11365,72.85
26.04.2019 03:28:00.000,1.11365,1.11365,1.11361,1.11361,166.91
26.04.2019 03:29:00.000,1.11362,1.11362,1.11359,1.11360,143.46
26.04.2019 03:30:00.000,1.11360,1.11365,1.11360,1.11364,225.72
26.04.2019 03:31:00.000,1.11364,1.11364,1.11363,1.11363,45.25
26.04.2019 03:32:00.000,1.11363,1.11363,1.11360,1.11361,60.88
26.04.2019 03:33:00.000,1.11360,1.11366,1.11360,1.11364,82.42
26.04.2019 03:34:00.000,1.11362,1.11362,1.11360,1.11360,119.08
26.04.2019 03:35:00.000,1.11360,1.11363,1.11359,1.11360,206.34
26.04.2019 03:36:00.000,1.11360,1.11363,1.11360,1.11362,192.94
26.04.2019 03:37:00.000,1.11362,1.11363,1.11361,1.11361,72.78
26.04.2019 03:38:00.000,1.11361,1.11364,1.11360,1.11360,178.22
26.04.2019 03:39:00.000,1.11360,1.11363,1.11360,1.11361,150.57
26.04.2019 03:40:00.000,1.11361,1.11361,1.11360,1.11360,173.35
26.04.2019 03:41:00.000,1.11361,1.11361,1.11360,1.11360,125.48
26.04.2019 03:42:00.000,1.11359,1.11360,1.11353,1.11353,170.37
26.04.2019 03:43:00.000,1.11353,1.11363,1.11351,1.11355,86
26.04.2019 03:44:00.000,1.11358,1.11360,1.11355,1.11355,37.54
26.04.2019 03:45:00.000,1.11355,1.11355,1.11351,1.11351,119.6
26.04.2019 03:46:00.000,1.11352,1.11356,1.11351,1.11354,159.59
26.04.2019 03:47:00.000,1.11354,1.11354,1.11352,1.11353,82.47
26.04.2019 03:48:00.000,1.11353,1.11354,1.11350,1.11352,245.09
26.04.2019 03:49:00.000,1.11352,1.11355,1.11351,1.11355,58.41
26.04.2019 03:50:00.000,1.11355,1.11361,1.11355,1.11360,94.77
26.04.2019 03:51:00.000,1.11360,1.11361,1.11360,1.11361,49.39
26.04.2019 03:52:00.000,1.11361,1.11362,1.11361,1.11362,25.81
26.04.2019 03:53:00.000,1.11363,1.11363,1.11362,1.11362,30.37
26.04.2019 03:54:00.000,1.11361,1.11362,1.11353,1.11353,79.27
26.04.2019 03:55:00.000,1.11353,1.11362,1.11351,1.11352,130.44
26.04.2019 03:56:00.000,1.11353,1.11354,1.11351,1.11353,141.18
26.04.2019 03:57:00.000,1.11352,1.11353,1.11348,1.11350,289.06
26.04.2019 03:58:00.000,1.11350,1.11359,1.11348,1.11359,198.4
26.04.2019 03:59:00.000,1.11359,1.11359,1.11356,1.11358,82.98
26.04.2019 04:00:00.000,1.11357,1.11360,1.11356,1.11360,140.84
26.04.2019 04:01:00.000,1.11360,1.11365,1.11360,1.11362,26.92
26.04.2019 04:02:00.000,1.11363,1.11363,1.11356,1.11356,87.12
26.04.2019 04:03:00.000,1.11355,1.11356,1.11355,1.11355,40.8
26.04.2019 04:04:00.000,1.11355,1.11362,1.11355,1.11361,130.7
26.04.2019 04:05:00.000,1.11362,1.11364,1.11361,1.11361,130.07
26.04.2019 04:06:00.000,1.11361,1.11361,1.11355,1.11356,142.69
26.04.2019 04:07:00.000,1.11356,1.11362,1.11355,1.11362,79.64
26.04.2019 04:08:00.000,1.11362,1.11365,1.11358,1.11362,80.69
26.04.2019 04:09:00.000,1.11363,1.11363,1.11360,1.11363,22.69
26.04.2019 04:10:00.000,1.11363,1.11363,1.11361,1.11363,40.86
26.04.2019 04:11:00.000,1.11363,1.11366,1.11362,1.11365,60.32
26.04.2019 04:12:00.000,1.11366,1.11366,1.11359,1.11360,62.03
26.04.2019 04:13:00.000,1.11360,1.11366,1.11356,1.11361,148.26
26.04.2019 04:14:00.000,1.11362,1.11363,1.11361,1.11362,98.89
26.04.2019 04:15:00.000,1.11362,1.11371,1.11359,1.11369,78.56
26.04.2019 04:16:00.000,1.11370,1.11372,1.11366,1.11371,141.9
26.04.2019 04:17:00.000,1.11372,1.11372,1.11367,1.11367,91.73
26.04.2019 04:18:00.000,1.11368,1.11371,1.11367,1.11369,133.54
26.04.2019 04:19:00.000,1.11370,1.11371,1.11365,1.11365,107.23
26.04.2019 04:20:00.000,1.11367,1.11369,1.11366,1.11366,136.23
26.04.2019 04:21:00.000,1.11366,1.11373,1.11366,1.11371,93.55
26.04.2019 04:22:00.000,1.11371,1.11377,1.11371,1.11376,138.06
26.04.2019 04:23:00.000,1.11377,1.11377,1.11371,1.11374,80.07
26.04.2019 04:24:00.000,1.11374,1.11376,1.11372,1.11373,65.02
26.04.2019 04:25:00.000,1.11373,1.11375,1.11371,1.11371,91.66
26.04.2019 04:26:00.000,1.11372,1.11372,1.11370,1.11371,84.73
26.04.2019 04:27:00.000,1.11370,1.11371,1.11365,1.11365,85.45
26.04.2019 04:28:00.000,1.11365,1.11366,1.11362,1.11366,209.78
26.04.2019 04:29:00.000,1.11366,1.11366,1.11362,1.11363,85.9
26.04.2019 04:30:00.000,1.11365,1.11365,1.11356,1.11359,154.94
26.04.2019 04:31:00.000,1.11358,1.11363,1.11358,1.11363,70.73
26.04.2019 04:32:00.000,1.11361,1.11364,1.11360,1.11360,104.82
26.04.2019 04:33:00.000,1.11361,1.11361,1.11360,1.11360,27.99
26.04.2019 04:34:00.000,1.11360,1.11361,1.11353,1.11360,77.03
26.04.2019 04:35:00.000,1.11360,1.11361,1.11359,1.11359,37.57
26.04.2019 04:36:00.000,1.11359,1.11361,1.11359,1.11360,56.52
26.04.2019 04:37:00.000,1.11361,1.11362,1.11359,1.11359,69.56
26.04.2019 04:38:00.000,1.11359,1.11360,1.11355,1.11359,163.75
26.04.2019 04:39:00.000,1.11359,1.11359,1.11355,1.11355,92.44
26.04.2019 04:40:00.000,1.11355,1.11359,1.11354,1.11354,111.1
26.04.2019 04:41:00.000,1.11355,1.11358,1.11355,1.11356,157.3
26.04.2019 04:42:00.000,1.11356,1.11360,1.11356,1.11357,202.59
26.04.2019 04:43:00.000,1.11358,1.11360,1.11355,1.11359,144.02
26.04.2019 04:44:00.000,1.11359,1.11362,1.11355,1.11355,92.03
26.04.2019 04:45:00.000,1.11354,1.11355,1.11352,1.11354,110.83
26.04.2019 04:46:00.000,1.11355,1.11356,1.11353,1.11356,133.55
26.04.2019 04:47:00.000,1.11355,1.11356,1.11352,1.11354,77.92
26.04.2019 04:48:00.000,1.11355,1.11355,1.11353,1.11354,173.62
26.04.2019 04:49:00.000,1.11354,1.11363,1.11354,1.11363,151.67
26.04.2019 04:50:00.000,1.11362,1.11362,1.11361,1.11361,26.93
26.04.2019 04:51:00.000,1.11359,1.11359,1.11357,1.11358,145.41
26.04.2019 04:52:00.000,1.11359,1.11360,1.11358,1.11360,104.06
26.04.2019 04:53:00.000,1.11360,1.11361,1.11360,1.11360,98.86
26.04.2019 04:54:00.000,1.11360,1.11360,1.11359,1.11359,30.8
26.04.2019 04:55:00.000,1.11360,1.11360,1.11359,1.11359,19.12
26.04.2019 04:56:00.000,1.11359,1.11360,1.11359,1.11359,23.69
26.04.2019 04:57:00.000,1.11359,1.11360,1.11359,1.11359,20.59
26.04.2019 04:58:00.000,1.11360,1.11361,1.11358,1.11359,113.24
26.04.2019 04:59:00.000,1.11359,1.11360,1.11351,1.11351,118.02
26.04.2019 05:00:00.000,1.11351,1.11360,1.11351,1.11354,226.83
26.04.2019 05:01:00.000,1.11354,1.11355,1.11354,1.11354,59.67
26.04.2019 05:02:00.000,1.11354,1.11354,1.11354,1.11354,7.63
26.04.2019 05:03:00.000,1.11353,1.11354,1.11345,1.11345,72.06
26.04.2019 05:04:00.000,1.11346,1.11350,1.11346,1.11350,189.51
26.04.2019 05:05:00.000,1.11350,1.11355,1.11349,1.11350,143.93
26.04.2019 05:06:00.000,1.11349,1.11354,1.11348,1.11349,108.72
26.04.2019 05:07:00.000,1.11352,1.11352,1.11345,1.11348,103.9
26.04.2019 05:08:00.000,1.11347,1.11349,1.11345,1.11349,146.9
26.04.2019 05:09:00.000,1.11348,1.11349,1.11338,1.11339,350.59
26.04.2019 05:10:00.000,1.11339,1.11339,1.11331,1.11336,128.77
26.04.2019 05:11:00.000,1.11338,1.11346,1.11338,1.11345,82.23
26.04.2019 05:12:00.000,1.11345,1.11349,1.11341,1.11341,130.4
26.04.2019 05:13:00.000,1.11341,1.11346,1.11339,1.11340,90.83
26.04.2019 05:14:00.000,1.11341,1.11341,1.11335,1.11335,99.1
26.04.2019 05:15:00.000,1.11335,1.11341,1.11335,1.11340,121.78
26.04.2019 05:16:00.000,1.11341,1.11341,1.11338,1.11338,40.16
26.04.2019 05:17:00.000,1.11338,1.11340,1.11337,1.11339,55.11
26.04.2019 05:18:00.000,1.11339,1.11347,1.11337,1.11346,119.96
26.04.2019 05:19:00.000,1.11345,1.11350,1.11345,1.11346,170.12
26.04.2019 05:20:00.000,1.11347,1.11351,1.11347,1.11348,118.54
26.04.2019 05:21:00.000,1.11348,1.11359,1.11348,1.11358,138.68
26.04.2019 05:22:00.000,1.11357,1.11361,1.11356,1.11360,208.64
26.04.2019 05:23:00.000,1.11359,1.11359,1.11354,1.11357,148.96
26.04.2019 05:24:00.000,1.11357,1.11362,1.11354,1.11354,151.08
26.04.2019 05:25:00.000,1.11354,1.11357,1.11354,1.11355,238.24
26.04.2019 05:26:00.000,1.11357,1.11360,1.11356,1.11360,55.88
26.04.2019 05:27:00.000,1.11361,1.11369,1.11361,1.11369,227.33
26.04.2019 05:28:00.000,1.11367,1.11377,1.11367,1.11375,267.73
26.04.2019 05:29:00.000,1.11376,1.11379,1.11375,1.11377,103.59
26.04.2019 05:30:00.000,1.11379,1.11381,1.11374,1.11374,146.24
26.04.2019 05:31:00.000,1.11375,1.11375,1.11371,1.11371,167.57
26.04.2019 05:32:00.000,1.11371,1.11372,1.11366,1.11366,103.99
26.04.2019 05:33:00.000,1.11367,1.11367,1.11366,1.11367,73.49
26.04.2019 05:34:00.000,1.11367,1.11372,1.11366,1.11371,92.13
26.04.2019 05:35:00.000,1.11372,1.11375,1.11371,1.11373,119.77
26.04.2019 05:36:00.000,1.11374,1.11374,1.11372,1.11372,57.28
26.04.2019 05:37:00.000,1.11371,1.11373,1.11371,1.11371,89.41
26.04.2019 05:38:00.000,1.11372,1.11372,1.11365,1.11366,83.03
26.04.2019 05:39:00.000,1.11365,1.11366,1.11365,1.11365,13.76
26.04.2019 05:40:00.000,1.11365,1.11366,1.11364,1.11366,35.31
26.04.2019 05:41:00.000,1.11365,1.11366,1.11359,1.11359,129.84
26.04.2019 05:42:00.000,1.11359,1.11360,1.11354,1.11355,82.48
26.04.2019 05:43:00.000,1.11356,1.11356,1.11349,1.11350,132.76
26.04.2019 05:44:00.000,1.11351,1.11364,1.11350,1.11360,92.27
26.04.2019 05:45:00.000,1.11360,1.11362,1.11356,1.11358,190.67
26.04.2019 05:46:00.000,1.11358,1.11362,1.11358,1.11359,46
26.04.2019 05:47:00.000,1.11358,1.11366,1.11355,1.11365,244.21
26.04.2019 05:48:00.000,1.11365,1.11375,1.11363,1.11371,189.97
26.04.2019 05:49:00.000,1.11371,1.11374,1.11370,1.11371,106.4
26.04.2019 05:50:00.000,1.11372,1.11381,1.11372,1.11380,128.16
26.04.2019 05:51:00.000,1.11380,1.11386,1.11379,1.11385,120.49
26.04.2019 05:52:00.000,1.11386,1.11388,1.11384,1.11385,115.78
26.04.2019 05:53:00.000,1.11385,1.11389,1.11381,1.11387,135.71
26.04.2019 05:54:00.000,1.11387,1.11394,1.11385,1.11392,253.51
26.04.2019 05:55:00.000,1.11393,1.11393,1.11390,1.11390,85.2
26.04.2019 05:56:00.000,1.11391,1.11391,1.11381,1.11386,166.09
26.04.2019 05:57:00.000,1.11386,1.11390,1.11384,1.11390,102.37
